Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:BAKERY [J](Hourly),Electricity:Zone:DELI [J](Hourly),Electricity:Zone:DRYSTORAGE [J](Hourly),Electricity:Zone:OFFICE [J](Hourly),Electricity:Zone:PRODUCE [J](Hourly),Electricity:Zone:SALES [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 06/01  02:00:00,366947725,183176780.2,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,146582002.1,134893744.8,0,0,0,0,12577284.03,32702336.3,12597282.01,0,8406000,4191282.01,,,,,,,,,,,,,,,,,,,
 06/01  03:00:00,358330903.4,179846639.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,143251861.7,129607063.6,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/01  04:00:00,337309411.7,176686781.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,140092003.4,148403330.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/01  05:00:00,321700456.5,173581934.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,136987156,148118522.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/01  06:00:00,516648024.6,255846397.1,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,177762653.5,158006363.2,102795264.4,102716325,78939.42025,0,50309136.12,67291072.6,393862483.3,372859203.1,16812000,4191280.175,,,,,,,,,,,,,,,,,,,
 06/01  07:00:00,580197596.7,265503723,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,187419979.5,211446031,103247842.7,102716325,531517.7378,0,50309136.12,67291072.6,396466666.8,379582666.8,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/01  08:00:00,861625291.8,517988366,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,372547717.8,237474805.2,106162120.6,102716325,3445795.642,0,125772840.3,116344577.1,340464193.4,306850547,29421000,4192646.417,,,,,,,,,,,,,,,,,,,
 06/01  09:00:00,963214380,576914949,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,365361546.9,277619361.2,108680069.8,102716325,5963744.803,0,226391112.5,149046913.4,269365386.2,227345500.9,37827000,4192885.372,,,,,,,,,,,,,,,,,,,
 06/01  10:00:00,929689572.9,576292849.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,364739447.8,244088048.7,109308674.3,102716325,6592349.334,0,226391112.5,149046913.4,239284126.9,201385126.9,37827000,72000,,,,,,,,,,,,,,,,,,,
 06/01  11:00:00,1025859934,687694910.2,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,474032484.2,228157368.6,110007655.4,102716325,7291330.409,0,226391112.5,149046913.4,202687590.9,156543054.8,37827000,8317536.175,,,,,,,,,,,,,,,,,,,
 06/01  12:00:00,972903000.7,578882507.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,367329105.2,283414083.6,110606409.7,102716325,7890084.753,0,226391112.5,149046913.4,163276436.2,121254768.2,37827000,4194668.007,,,,,,,,,,,,,,,,,,,
 06/01  13:00:00,968421301,578316161.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,366762759.4,279007030.8,111098108.8,102716325,8381783.829,0,226391112.5,149046913.4,136173063.7,94150759.54,37827000,4195304.161,,,,,,,,,,,,,,,,,,,
 06/01  14:00:00,953633394.9,577980742.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,366427340.6,264059974,111592678.2,102716325,8876353.197,0,226391112.5,149046913.4,109281182.1,67260056.15,37827000,4194125.995,,,,,,,,,,,,,,,,,,,
 06/01  15:00:00,937387810.6,574518222.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,362964820.7,250663898.1,112205689.7,102716325,9489364.719,0,226391112.5,149046913.4,86447336.28,44426497.01,37827000,4193839.268,,,,,,,,,,,,,,,,,,,
 06/01  16:00:00,932090628.2,568833811.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,357280409.3,250573358.9,112683457.9,102716325,9967132.922,0,226391112.5,149046913.4,81668919.51,39648104.21,37827000,4193815.297,,,,,,,,,,,,,,,,,,,
 06/01  17:00:00,921701606.3,563856790.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,352303388.9,245430147.5,112414667.9,102716325,9698342.918,0,226391112.5,149046913.4,106738397.9,64717556.87,37827000,4193841.077,,,,,,,,,,,,,,,,,,,
 06/01  18:00:00,907667472.8,555590914.5,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,387697964.7,241444865,110631693.3,102716325,7915368.311,0,150927408.4,132695745.2,155763787.4,117945689.5,33624000,4194097.904,,,,,,,,,,,,,,,,,,,
 06/01  19:00:00,862836195.2,457131489.5,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,289238539.7,296134049.3,109570656.4,102716325,6854331.428,0,150927408.4,132695745.2,211638103.9,173821046.9,33624000,4193057.038,,,,,,,,,,,,,,,,,,,
 06/01  20:00:00,785937229.9,411515239.9,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,266074591.7,242131300.1,107852089.9,102716325,5135764.967,0,125772840.3,116344577.1,256500716.4,227007716.4,29421000,72000,,,,,,,,,,,,,,,,,,,
 06/01  21:00:00,583410297,268229451.6,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,190145708.1,161789052.6,104514592.8,102716325,1798267.782,0,50309136.12,67291072.6,174791300.5,153786542.5,16812000,4192757.959,,,,,,,,,,,,,,,,,,,
 06/01  22:00:00,370279635.6,187967997,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,151373219,133434438.5,0,0,0,0,12577284.03,32702336.3,12597800,0,8406000,4191800.001,,,,,,,,,,,,,,,,,,,
 06/01  23:00:00,483916195.1,295369999.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,256666197,139668996.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/01  24:00:00,384115234.5,182789165.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,146194387.2,152448869.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/02  01:00:00,351269961.4,179334561.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,142739783.1,123058200.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/02  02:00:00,347038692.2,177061700.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,140466922.7,121099791.5,0,0,0,0,12577284.03,32702336.3,12597415.66,0,8406000,4191415.657,,,,,,,,,,,,,,,,,,,
 06/02  03:00:00,343919912.2,175103927.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,138509149.1,119938785.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/02  04:00:00,384758051.1,173443172.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,136848394.5,199095578.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/02  05:00:00,372745500,172067187.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,135472409.5,200678312.5,0,0,0,0,12577284.03,32702336.3,12597212.1,0,8406000,4191212.102,,,,,,,,,,,,,,,,,,,
 06/02  06:00:00,572390499.1,255415258,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,177331514.5,214255657.8,102719583.3,102716325,3258.350584,0,50309136.12,67291072.6,471251574.2,454367574.2,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/02  07:00:00,608280034.4,264752259.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,186668515.8,240690637.9,102837137.2,102716325,120812.2331,0,50309136.12,67291072.6,458477756.7,441593756.7,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/02  08:00:00,852583862.9,516300214.2,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,370859566,231283406,105000242.6,102716325,2283917.658,0,125772840.3,116344577.1,388246500.3,354632778.5,29421000,4192721.797,,,,,,,,,,,,,,,,,,,
 06/02  09:00:00,954457779.3,575627370.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,364073968.7,271148446.8,107681961.8,102716325,4965636.787,0,226391112.5,149046913.4,310272435,268252311.8,37827000,4193123.259,,,,,,,,,,,,,,,,,,,
 06/02  10:00:00,922144848.9,574886408.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,363333006.7,238798443.6,108459996.5,102716325,5743671.501,0,226391112.5,149046913.4,270658890.3,228637973.3,37827000,4193917.077,,,,,,,,,,,,,,,,,,,
 06/02  11:00:00,1016272434,685604540.1,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,471942114.1,221617721.6,109050172,102716325,6333847.01,0,226391112.5,149046913.4,228678235.5,186656755.2,37827000,4194480.351,,,,,,,,,,,,,,,,,,,
 06/02  12:00:00,958446276,577126093.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,365572691.2,272035867.4,109284315.4,102716325,6567990.391,0,226391112.5,149046913.4,218046973.3,176024530.7,37827000,4195442.61,,,,,,,,,,,,,,,,,,,
 06/02  13:00:00,952410059.7,578366588.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,366813186.3,264578054.5,109465416.9,102716325,6749091.895,0,226391112.5,149046913.4,209088732.2,167066587.1,37827000,4195145.085,,,,,,,,,,,,,,,,,,,
 06/02  14:00:00,940228822.9,579672267.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,368118865.3,250658198,109898357.5,102716325,7182032.555,0,226391112.5,149046913.4,188889737,146868638.4,37827000,4194098.66,,,,,,,,,,,,,,,,,,,
 06/02  15:00:00,928071862.2,577239704.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,365686302.4,240278075.3,110554082.5,102716325,7837757.483,0,226391112.5,149046913.4,154399018.6,112378150.6,37827000,4193867.961,,,,,,,,,,,,,,,,,,,
 06/02  16:00:00,926283948.4,572867977.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,361314575.1,242391061.8,111024909.5,102716325,8308584.48,0,226391112.5,149046913.4,141973972.8,99953148.07,37827000,4193824.716,,,,,,,,,,,,,,,,,,,
 06/02  17:00:00,916445418.6,567703972.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,356150570.7,237955142,110786303.8,102716325,8069978.831,0,226391112.5,149046913.4,170696073.4,128675242.6,37827000,4193830.8,,,,,,,,,,,,,,,,,,,
 06/02  18:00:00,899483525.5,557049748.6,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,389156798.9,233269258.7,109164518.2,102716325,6448193.197,0,150927408.4,132695745.2,221750725.3,183933274.6,33624000,4193450.687,,,,,,,,,,,,,,,,,,,
 06/02  19:00:00,824302822.7,455783323.6,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,287890373.8,260237429.1,108282070.1,102716325,5565745.081,0,150927408.4,132695745.2,275059355.6,237242157.4,33624000,4193198.174,,,,,,,,,,,,,,,,,,,
 06/02  20:00:00,749902742.3,408606721.1,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,263166072.9,209944923.5,106912497.7,102716325,4196172.721,0,125772840.3,116344577.1,317870927.9,284256897.2,29421000,4193030.707,,,,,,,,,,,,,,,,,,,
 06/02  21:00:00,556557498.8,265558731,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,187474987.5,138357422.2,103764145.5,102716325,1047820.556,0,50309136.12,67291072.6,222591301,205707301,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/02  22:00:00,363327804.2,185794029.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,149199251.3,128656574.8,0,0,0,0,12577284.03,32702336.3,12598045.75,0,8406000,4192045.753,,,,,,,,,,,,,,,,,,,
 06/02  23:00:00,477861127.3,293457347.2,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,254753545.1,135526580.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/02  24:00:00,376846596.1,180539034,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,143944256,147430362.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/03  01:00:00,336158100.5,168016277.3,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,137345612.3,119264623.3,0,0,0,0,12577284.03,24526752.23,10496058.05,0,6304500,4191558.045,,,,,,,,,,,,,,,,,,,
 06/03  02:00:00,330755742.3,164525448.9,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,133854783.9,117353093.4,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/03  03:00:00,326150545.3,161434545.7,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,130763880.7,115838799.6,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/03  04:00:00,309320219.8,158894134.1,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,128223469.2,138206785.7,0,0,0,0,12577284.03,24526752.23,10495981.54,0,6304500,4191481.544,,,,,,,,,,,,,,,,,,,
 06/03  05:00:00,293675540.8,156863461.3,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,126192796.4,136812079.5,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/03  06:00:00,444287735,200957191.2,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,145325749.2,140614218.8,102716325,102716325,0,0,25154568.06,50939904.45,595777909.4,583096909.4,12609000,72000,,,,,,,,,,,,,,,,,,,
 06/03  07:00:00,503817560.7,211189373,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,155557931,189911862.7,102716325,102716325,0,0,25154568.06,50939904.45,559363319.3,542561869,12609000,4192450.317,,,,,,,,,,,,,,,,,,,
 06/03  08:00:00,743339191.4,417304290.5,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,316768245.5,223019419.6,103015481.3,102716325,299156.3317,0,75463704.18,83642240.75,449378272.4,424170473.4,21015000,4192798.984,,,,,,,,,,,,,,,,,,,
 06/03  09:00:00,835395105,462260277.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,294367328,266929511.6,106205315.6,102716325,3488990.673,0,150927408.4,132695745.2,324433712.6,290737712.6,33624000,72000,,,,,,,,,,,,,,,,,,,
 06/03  10:00:00,928956123.7,574188402.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,362635000.2,246011232.1,108756489.4,102716325,6040164.388,0,226391112.5,149046913.4,217252089,175231170.9,37827000,4193918.065,,,,,,,,,,,,,,,,,,,
 06/03  11:00:00,1033434863,683573103.5,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,469910677.5,239571130.4,110290628.6,102716325,7574303.658,0,226391112.5,149046913.4,122780949.5,80758983.12,37827000,4194966.35,,,,,,,,,,,,,,,,,,,
 06/03  12:00:00,981524571.4,572009416.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,360456014.8,298086202.6,111428951.9,102716325,8712626.959,0,226391112.5,149046913.4,72794669.84,26650374.06,37827000,8317295.784,,,,,,,,,,,,,,,,,,,
 06/03  13:00:00,974679331,568612389.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,357058987.5,293332241.2,112734700.2,102716325,10018375.21,0,226391112.5,149046913.4,42022158.15,0,37827000,4195158.149,,,,,,,,,,,,,,,,,,,
 06/03  14:00:00,956772663.4,566276370.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,354722968.4,276890009.8,113606283.2,102716325,10889958.21,0,226391112.5,149046913.4,42021573.18,0,37827000,4194573.179,,,,,,,,,,,,,,,,,,,
 06/03  15:00:00,940193266.3,563680147,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,352126744.9,261872010.6,114641108.8,102716325,11924783.81,0,226391112.5,149046913.4,42021538,0,37827000,4194538.003,,,,,,,,,,,,,,,,,,,
 06/03  16:00:00,938591694.7,560988101.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,349434699.3,261656181.1,115947412.3,102716325,13231087.31,0,226391112.5,149046913.4,42021453.63,0,37827000,4194453.627,,,,,,,,,,,,,,,,,,,
 06/03  17:00:00,933756864.5,559882629.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,348329227.7,258902851.7,114971383.1,102716325,12255058.14,0,226391112.5,149046913.4,42021320.05,0,37827000,4194320.053,,,,,,,,,,,,,,,,,,,
 06/03  18:00:00,868255866.3,501370703.6,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,355930055.3,255215687.9,111669474.9,102716325,8953149.923,0,125772840.3,116344577.1,66441632.21,32826604.38,29421000,4194027.835,,,,,,,,,,,,,,,,,,,
 06/03  19:00:00,713062676,301875727.7,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,201339682.6,302317280.1,108869668.1,102716325,6153343.171,0,75463704.18,83642240.75,109303897.7,88216897.7,21015000,72000,,,,,,,,,,,,,,,,,,,
 06/03  20:00:00,684772934.3,303226705.6,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,202690660.5,249481631.8,107625996.9,102716325,4909671.882,0,75463704.18,83642240.75,171667902.8,146459809.4,21015000,4193093.397,,,,,,,,,,,,,,,,,,,
 06/03  21:00:00,533624677.6,211918053.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,156286611.9,168297737.9,104531685.9,102716325,1815360.893,0,25154568.06,50939904.45,104449450.1,87647891.56,12609000,4192558.574,,,,,,,,,,,,,,,,,,,
 06/03  22:00:00,364254224.4,174608144.9,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,143937479.9,140768879.5,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/03  23:00:00,478216391.3,283645867.3,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,250866178.4,145693323.9,0,0,0,0,12577284.03,24526752.23,10496395.5,0,6304500,4191895.499,,,,,,,,,,,,,,,,,,,
 06/03  24:00:00,380094575.1,171965714,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,141295049.1,159251661.1,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/04  01:00:00,344009935.7,168406413.3,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,137735748.3,126726322.4,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/04  02:00:00,337222505.2,165349156.7,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,134678491.7,122996148.5,0,0,0,0,12577284.03,24526752.23,10495830.38,0,6304500,4191330.381,,,,,,,,,,,,,,,,,,,
 06/04  03:00:00,331815062,162971164,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,132300499,119966698,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/04  04:00:00,315474894.8,161212283.7,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,130541618.7,142043311.1,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/04  05:00:00,303337053,160069557.1,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,129398892.2,143267495.8,0,0,0,0,12577284.03,24526752.23,10495970.28,0,6304500,4191470.284,,,,,,,,,,,,,,,,,,,
 06/04  06:00:00,462405157.5,205868540.9,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,150237099,153820291.6,102716325,102716325,0,0,25154568.06,50939904.45,450077845.5,437396845.5,12609000,72000,,,,,,,,,,,,,,,,,,,
 06/04  07:00:00,532467591.9,218126493,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,162495051,211483523.9,102857575,102716325,141250.0207,0,25154568.06,50939904.45,416973450.3,404292450.3,12609000,72000,,,,,,,,,,,,,,,,,,,
 06/04  08:00:00,673325977.1,325494820.6,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,269863378.7,244652970.7,103178185.7,102716325,461860.7647,0,25154568.06,50939904.45,317988559.1,301187750.8,12609000,4191808.296,,,,,,,,,,,,,,,,,,,
 06/04  09:00:00,602698943.7,224048749.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,168417307.9,274681319.5,103968874.3,102716325,1252549.37,0,25154568.06,50939904.45,242238180.4,229557180.4,12609000,72000,,,,,,,,,,,,,,,,,,,
 06/04  10:00:00,731038542.1,368098958.9,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,245110612.3,255205267.2,107734316,102716325,5017991.016,0,100618272.2,99993408.9,144418639.6,115007455.8,25218000,4193183.853,,,,,,,,,,,,,,,,,,,
 06/04  11:00:00,833257383.3,477605966.8,30427715.05,39033364.55,18550712.57,3063333.924,34022244.56,352508596.2,246779041,108872375.5,102716325,6156050.532,0,100618272.2,99993408.9,78951894.99,49540912.99,25218000,4192981.997,,,,,,,,,,,,,,,,,,,
 06/04  12:00:00,891937371.2,464009547.6,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,296116597.8,313099749.2,114828074.4,102716325,12111749.46,0,150927408.4,132695745.2,37817260.33,0,33624000,4193260.333,,,,,,,,,,,,,,,,,,,
 06/04  13:00:00,892296803.4,462987619.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,295094670.1,310826032.3,118483151.4,102716325,15766826.39,0,150927408.4,132695745.2,33696000,0,33624000,72000,,,,,,,,,,,,,,,,,,,
 06/04  14:00:00,877735074.4,462879722.1,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,294986772.3,293237947,121617405.3,102716325,18901080.37,0,150927408.4,132695745.2,37817157.16,0,33624000,4193157.157,,,,,,,,,,,,,,,,,,,
 06/04  15:00:00,864941980.8,463158190.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,295265241.1,278148441.7,123635348.3,102716325,20919023.3,0,150927408.4,132695745.2,37817159.22,0,33624000,4193159.22,,,,,,,,,,,,,,,,,,,
 06/04  16:00:00,867570681.2,463315118.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,295422168.6,278970434.6,125285128.2,102716325,22568803.23,0,150927408.4,132695745.2,37817332.45,0,33624000,4193332.452,,,,,,,,,,,,,,,,,,,
 06/04  17:00:00,752543545.7,367821933.6,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,244833587,268403778.3,116317833.7,102716325,13601508.77,0,100618272.2,99993408.9,30807458.2,1396350.694,25218000,4193107.504,,,,,,,,,,,,,,,,,,,
 06/04  18:00:00,760526703.7,376742903.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,298659159.9,274509008.9,109274791.4,102716325,6558466.443,0,50309136.12,67291072.6,23100343.98,6216343.977,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/04  19:00:00,706390001.8,276398593,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,198314849.5,321822340.6,108169068.2,102716325,5452743.241,0,50309136.12,67291072.6,63388747.73,42384169.04,16812000,4192578.691,,,,,,,,,,,,,,,,,,,
 06/04  20:00:00,677509522.3,277373883.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,199290139.7,268846840.3,106850198.8,102716325,4133873.836,0,50309136.12,67291072.6,118758082.5,101874082.5,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/04  21:00:00,617988435.3,279287842.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,201204098.9,184315234.2,105508158.7,102716325,2791833.744,0,50309136.12,67291072.6,56305841.34,35301656.38,16812000,4192184.964,,,,,,,,,,,,,,,,,,,
 06/04  22:00:00,390123542.9,190240238,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,159569573,151006104.9,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/04  23:00:00,498542003.9,297147074,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,264367385,152517729.9,0,0,0,0,12577284.03,24526752.23,10495860.98,0,6304500,4191360.977,,,,,,,,,,,,,,,,,,,
 06/04  24:00:00,401124789.6,184035306.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,153364641.4,168212283.2,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 06/05  01:00:00,370554099.4,187555353.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,150960575.5,134121545.9,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/05  02:00:00,363512527.9,183705412.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,147110634.4,130929915.4,0,0,0,0,12577284.03,32702336.3,12597404.87,0,8406000,4191404.871,,,,,,,,,,,,,,,,,,,
 06/05  03:00:00,358101089.8,180478960.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,143884182.3,128744929.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/05  04:00:00,341228793.4,177723230.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,141128452,151286263.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/05  05:00:00,330205932.2,175391991.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,138797213.3,154813940.9,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/05  06:00:00,529822902.8,258456954.5,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,180373211,168130010.5,103235937.8,102716325,519612.8478,0,50309136.12,67291072.6,304164578,283161241.5,16812000,4191336.419,,,,,,,,,,,,,,,,,,,
 06/05  07:00:00,599936704.7,267442106.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,189358362.8,228027118.2,104467480.1,102716325,1751155.164,0,50309136.12,67291072.6,298854078.4,281970078.4,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/05  08:00:00,890252691,518170181.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,372729533.5,263956323.4,108126185.9,102716325,5409860.943,0,125772840.3,116344577.1,197854806.6,164241087.4,29421000,4192719.195,,,,,,,,,,,,,,,,,,,
 06/05  09:00:00,1012631339,578961781.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,367408379.5,320443230.9,113226326.5,102716325,10510001.52,0,226391112.5,149046913.4,73157736.01,31137808.75,37827000,4192927.267,,,,,,,,,,,,,,,,,,,
