Date/Time,DistrictCooling:Facility [J](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](Monthly),DistrictHeating:Facility [J](RunPeriod),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:FREEZER_1 [J](Hourly),Electricity:Zone:FREEZER_2 [J](Hourly),Electricity:Zone:FREEZER_3 [J](Hourly),Electricity:Zone:FREEZER_4 [J](Hourly),Electricity:Zone:FREEZER_5 [J](Hourly),Electricity:Zone:SUBFREEZER [J](Hourly),Electricity:Zone:COOLER_1 [J](Hourly),Electricity:Zone:COOLER_2 [J](Hourly),Electricity:Zone:COOLER_3 [J](Hourly),Electricity:Zone:DOCK [J](Hourly),Electricity:Zone:OFFICE1_LOWER [J](Hourly),Electricity:Zone:OFFICE1_UPPER [J](Hourly),Electricity:Zone:OFFICE2_LOWER [J](Hourly),Electricity:Zone:OFFICE2_UPPER [J](Hourly),Electricity:Zone: [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly) 
 06/23  05:00:00,,,,,14969392555,11552423726,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11495178042,3416968829,0
 06/23  06:00:00,,,,,13873370372,10511014641,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10453768957,3362355730,0
 06/23  07:00:00,,,,,14631549863,10922194968,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10864949284,3709354895,0
 06/23  08:00:00,,,,,16687672482,12076395488,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,11241713190,4611276994,0
 06/23  09:00:00,,,,,15785357631,11116611469,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10281929171,4668746162,0
 06/23  10:00:00,,,,,16027755321,11165746283,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10331063986,4862009038,0
 06/23  11:00:00,,,,,16327733688,11506393994,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10671711696,4821339694,0
 06/23  12:00:00,,,,,15349552291,10678609489,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,9941797196,4670942802,0
 06/23  13:00:00,,,,,15671632781,10828896133,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,9994213835,4842736648,0
 06/23  14:00:00,,,,,16495663505,11553269845,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10718587547,4942393660,0
 06/23  15:00:00,,,,,15907819315,11071351945,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10236669647,4836467370,0
 06/23  16:00:00,,,,,15732490114,10780394415,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,9945712117,4952095699,0
 06/23  17:00:00,,,,,16383311105,11653340109,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10818657811,4729970997,0
 06/23  18:00:00,,,,,14196770065,10469151305,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,10035653336,3727618760,0
 06/23  19:00:00,,,,,13852431298,10109816758,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10052571074,3742614540,0
 06/23  20:00:00,,,,,13334728061,10351000375,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10293754692,2983727685,0
 06/23  21:00:00,,,,,12160609026,9563309209,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9506063525,2597299817,0
 06/23  22:00:00,,,,,3024974106,1975203727,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1917958043,1049770379,0
 06/23  23:00:00,,,,,15205873620,11996692648,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11939446964,3209180972,0
 06/23  24:00:00,,,,,1630988947,931788903.7,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,874543219.9,699200042.9,0
 06/24  01:00:00,,,,,13016035402,10169910850,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10112665166,2846124552,0
 06/24  02:00:00,,,,,13618059579,10796962238,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10739716554,2821097341,0
 06/24  03:00:00,,,,,12213208085,9561406192,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9504160508,2651801893,0
 06/24  04:00:00,,,,,12972577374,9624056844,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9566811160,3348520530,0
 06/24  05:00:00,,,,,14834519034,11546828541,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11489582857,3287690493,0
 06/24  06:00:00,,,,,13672959091,10490885927,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10433640244,3182073163,0
 06/24  07:00:00,,,,,14667541753,10930185198,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10872939514,3737356555,0
 06/24  08:00:00,,,,,16641365030,11954955665,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,11242610874,4686409365,0
 06/24  09:00:00,,,,,15460887069,10986240607,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,10273895816,4474646462,0
 06/24  10:00:00,,,,,15710917214,11036365981,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,10324021190,4674551233,0
 06/24  11:00:00,,,,,16012979228,11375360546,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,10663015754,4637618682,0
 06/24  12:00:00,,,,,14609388875,10309190936,71358453.41,16876394.63,19038619.99,16003477.67,49696065.77,20077090.17,35679226.71,9173153.267,7710766.514,96698129.18,10562897.27,10562897.27,10562897.27,10562897.27,9924627970,4300197939,0
 06/24  13:00:00,,,,,14550498624,10240468981,50236351.2,11880981.82,13403188.47,11266448.28,34986030.3,14134271.48,25118175.6,6457899.9,5428379.626,68075482.95,7271097.303,7271097.303,7271097.303,7271097.303,9970397382,4310029643,0
 06/24  14:00:00,,,,,15957277371,11318767022,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,10704292235,4638510350,0
 06/24  15:00:00,,,,,15328475228,10839928328,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,10225453542,4488546900,0
 06/24  16:00:00,,,,,15150527119,10545870341,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,9931395555,4604656778,0
 06/24  17:00:00,,,,,16188288537,11434229513,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,10819754727,4754059024,0
 06/24  18:00:00,,,,,13978713570,10319598099,53851846.17,12736052.48,14367811.88,12077291.15,37503964.3,15151510.71,26925923.09,6922672.998,5819058.463,72974854.82,7090493.793,7090493.793,7090493.793,7090493.793,10032905138,3659115471,0
 06/24  19:00:00,,,,,13764947647,10103024348,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10045778664,3661923299,0
 06/24  20:00:00,,,,,13379018251,10350118369,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10292872686,3028899882,0
 06/24  21:00:00,,,,,12513673233,9582588204,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9525342521,2931085028,0
 06/24  22:00:00,,,,,3004735789,1974132504,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1916886820,1030603285,0
 06/24  23:00:00,,,,,15609539429,12007540896,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11950295212,3601998533,0
 06/24  24:00:00,,,,,1572137110,926242281.5,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,868996597.7,645894828.6,0
 06/25  01:00:00,,,,,13490119461,10204619294,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10147373610,3285500167,0
 06/25  02:00:00,,,,,13838199415,10799708567,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10742462883,3038490848,0
 06/25  03:00:00,,,,,12315414352,9575832532,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9518586848,2739581820,0
 06/25  04:00:00,,,,,12954789866,9630573437,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9573327753,3324216429,0
 06/25  05:00:00,,,,,14816966769,11555461415,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11498215731,3261505355,0
 06/25  06:00:00,,,,,13690960718,10511839842,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10454594159,3179120875,0
 06/25  07:00:00,,,,,14724811745,10925966715,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10868721031,3798845030,0
 06/25  08:00:00,,,,,15205226703,11272402007,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11215156323,3932824696,0
 06/25  09:00:00,,,,,13984105194,10294284697,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10237039014,3689820497,0
 06/25  10:00:00,,,,,14168916038,10342520054,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10285274370,3826395984,0
 06/25  11:00:00,,,,,14357675537,10685418033,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10628172349,3672257504,0
 06/25  12:00:00,,,,,13292051472,9946503029,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9889257345,3345548443,0
 06/25  13:00:00,,,,,13186648501,9996110756,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9938865072,3190537745,0
 06/25  14:00:00,,,,,13833749993,10716019155,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10658773471,3117730838,0
 06/25  15:00:00,,,,,13359634275,10252552928,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10195307244,3107081347,0
 06/25  16:00:00,,,,,12990609476,9941009573,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9883763889,3049599903,0
 06/25  17:00:00,,,,,13891944655,10817047165,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10759801481,3074897490,0
 06/25  18:00:00,,,,,12562922226,10066262772,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10009017088,2496659455,0
 06/25  19:00:00,,,,,12565319902,10078210431,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10020964748,2487109471,0
 06/25  20:00:00,,,,,12377197026,10330802487,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10273556803,2046394539,0
 06/25  21:00:00,,,,,11628524556,9561483233,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9504237549,2067041323,0
 06/25  22:00:00,,,,,2892676473,1972506842,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1915261158,920169630.8,0
 06/25  23:00:00,,,,,14762677139,11989957824,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11932712140,2772719316,0
 06/25  24:00:00,,,,,1535570207,925300448.1,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,868054764.3,610269759.1,0
 06/26  01:00:00,,,,,12911902080,10198588494,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10141342810,2713313586,0
 06/26  02:00:00,,,,,13252851482,10793604511,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10736358827,2459246971,0
 06/26  03:00:00,,,,,11873753502,9573429375,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9516183691,2300324127,0
 06/26  04:00:00,,,,,12293867920,9637766792,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9580521109,2656101128,0
 06/26  05:00:00,,,,,14302930061,11553667164,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11496421481,2749262897,0
 06/26  06:00:00,,,,,13102361306,10487528261,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10430282578,2614833045,0
 06/26  07:00:00,,,,,14455465127,10912619872,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10855374188,3542845256,0
 06/26  08:00:00,,,,,16763569741,12083103691,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,11248421394,4680466049,0
 06/26  09:00:00,,,,,16010359363,11127191201,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10292508903,4883168162,0
 06/26  10:00:00,,,,,16137166310,11170737649,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10336055351,4966428662,0
 06/26  11:00:00,,,,,16495202636,11512884359,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10678202061,4982318277,0
 06/26  12:00:00,,,,,15610890911,10689710466,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,9952898173,4921180445,0
 06/26  13:00:00,,,,,16115144128,10841357997,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10006675700,5273786130,0
 06/26  14:00:00,,,,,16931526846,11566372519,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10731690221,5365154327,0
 06/26  15:00:00,,,,,16363929846,11084022424,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10249340126,5279907422,0
 06/26  16:00:00,,,,,16188504876,10791384190,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,9956701892,5397120686,0
 06/26  17:00:00,,,,,16751183018,11662768790,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10828086493,5088414228,0
 06/26  18:00:00,,,,,14158871359,10467315147,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,10033817178,3691556212,0
 06/26  19:00:00,,,,,13810389182,10106862547,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10049616863,3703526635,0
 06/26  20:00:00,,,,,13180289267,10347077269,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10289831586,2833211998,0
 06/26  21:00:00,,,,,11936379918,9565579442,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9508333758,2370800477,0
 06/26  22:00:00,,,,,3047177532,1981096808,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1923851124,1066080724,0
 06/26  23:00:00,,,,,15180699335,12001287842,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11944042158,3179411494,0
 06/26  24:00:00,,,,,1641605608,933423737.9,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,876178054.1,708181870.3,0
 06/27  01:00:00,,,,,12874482619,10171306028,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10114060344,2703176591,0
 06/27  02:00:00,,,,,13643154169,10802827959,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10745582275,2840326210,0
 06/27  03:00:00,,,,,12125285852,9566683394,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9509437710,2558602459,0
 06/27  04:00:00,,,,,12471019856,9598291199,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,9541045515,2872728658,0
 06/27  05:00:00,,,,,14682513939,11546874900,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,11489629216,3135639039,0
 06/27  06:00:00,,,,,13576727697,10495863513,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10438617829,3080864185,0
 06/27  07:00:00,,,,,15063307411,10928975861,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10871730177,4134331550,0
 06/27  08:00:00,,,,,17462143959,12105356741,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,11270674443,5356787219,0
 06/27  09:00:00,,,,,16117830128,11129164934,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10294482636,4988665195,0
 06/27  10:00:00,,,,,16271074841,11173654988,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10338972690,5097419853,0
 06/27  11:00:00,,,,,16743078088,11520320360,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10685638063,5222757728,0
 06/27  12:00:00,,,,,15751074191,10693363419,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,9956551127,5057710772,0
 06/27  13:00:00,,,,,16142463953,10841135885,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10006453587,5301328069,0
 06/27  14:00:00,,,,,17171576602,11572302062,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10737619764,5599274539,0
 06/27  15:00:00,,,,,16508292394,11088496009,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10253813712,5419796384,0
 06/27  16:00:00,,,,,16322970686,10792915755,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,9958233457,5530054931,0
 06/27  17:00:00,,,,,17388809210,11684197832,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,10849515534,5704611378,0
 06/27  18:00:00,,,,,14447813057,10475142351,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,10041644382,3972670705,0
 06/27  19:00:00,,,,,14070943710,10114337546,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,10057091862,3956606164,0
