Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LGSTORE1 [J](Hourly),Electricity:Zone:LGSTORE2 [J](Hourly),Electricity:Zone:SMSTORE1 [J](Hourly),Electricity:Zone:SMSTORE2 [J](Hourly),Electricity:Zone:SMSTORE3 [J](Hourly),Electricity:Zone:SMSTORE4 [J](Hourly),Electricity:Zone:SMSTORE5 [J](Hourly),Electricity:Zone:SMSTORE6 [J](Hourly),Electricity:Zone:SMSTORE7 [J](Hourly),Electricity:Zone:SMSTORE8 [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 06/21  20:00:00,123563681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,0,0,,,,,,,,,,,,,,,,,,,
 06/21  21:00:00,80559537.06,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,0,0,0,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 06/21  22:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/21  23:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/21  24:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  01:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  02:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  03:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  04:00:00,26821197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  05:00:00,13039197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  06:00:00,41385474.79,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,28346277.65,0,28346277.65,0,0,6567571.381,6471625.766,108518486.4,108518486.4,,,,,,,,,,,,,,,,,,,
 06/22  07:00:00,67559814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,53824019.65,53824019.65,,,,,,,,,,,,,,,,,,,
 06/22  08:00:00,116672681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,1597839.576,1597839.576,,,,,,,,,,,,,,,,,,,
 06/22  09:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  10:00:00,177933397.7,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,30594796.85,0,28346277.65,2248519.206,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  11:00:00,193987319,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,46648718.24,0,28346277.65,18302440.59,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  12:00:00,205837980.4,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,58499379.61,0,28346277.65,30153101.97,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  13:00:00,216411803.7,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,69073202.86,0,28346277.65,40726925.21,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  14:00:00,222252091.3,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,74913490.51,0,28346277.65,46567212.86,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  15:00:00,225816783.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,78478182.68,0,28346277.65,50131905.03,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  16:00:00,224875727.1,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,77537126.31,0,28346277.65,49190848.67,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  17:00:00,219818087.9,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,72479487.13,0,28346277.65,44133209.48,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/22  18:00:00,171047341.7,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,66349982.07,0,28346277.65,38003704.43,0,78810856.57,25886503.07,0,0,,,,,,,,,,,,,,,,,,,
 06/22  19:00:00,162538317.6,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,57840957.96,0,28346277.65,29494680.31,0,78810856.57,25886503.07,0,0,,,,,,,,,,,,,,,,,,,
 06/22  20:00:00,141187800.4,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,45970396.4,0,28346277.65,17624118.75,0,65675713.81,22650690.18,0,0,,,,,,,,,,,,,,,,,,,
 06/22  21:00:00,80559537.06,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,0,0,0,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 06/22  22:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  23:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/22  24:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  01:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  02:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  03:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  04:00:00,26821197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  05:00:00,13039197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  06:00:00,41385474.79,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,28346277.65,0,28346277.65,0,0,6567571.381,6471625.766,184349.387,184349.387,,,,,,,,,,,,,,,,,,,
 06/23  07:00:00,67559814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 06/23  08:00:00,116672681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,0,0,,,,,,,,,,,,,,,,,,,
 06/23  09:00:00,177738480,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,30399879.24,0,28346277.65,2053601.592,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  10:00:00,192529506.1,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,45190905.3,0,28346277.65,16844627.66,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  11:00:00,200378215.1,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,53039614.32,0,28346277.65,24693336.67,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  12:00:00,195051979.3,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,47713378.48,0,28346277.65,19367100.84,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  13:00:00,188259123.1,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,40920522.32,0,28346277.65,12574244.67,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  14:00:00,187966595.1,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,40627994.31,0,28346277.65,12281716.66,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  15:00:00,196016468.2,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,48677867.43,0,28346277.65,20331589.78,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  16:00:00,198559576.8,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,51220975.95,0,28346277.65,22874698.3,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  17:00:00,191811984.4,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,44473383.59,0,28346277.65,16127105.94,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/23  18:00:00,138049587.6,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,33352227.95,0,28346277.65,5005950.309,0,78810856.57,25886503.07,0,0,,,,,,,,,,,,,,,,,,,
 06/23  19:00:00,133131471.9,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28434112.28,0,28346277.65,87834.63074,0,78810856.57,25886503.07,0,0,,,,,,,,,,,,,,,,,,,
 06/23  20:00:00,123563681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,0,0,,,,,,,,,,,,,,,,,,,
 06/23  21:00:00,80559537.06,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,0,0,0,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 06/23  22:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  23:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/23  24:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 06/24  01:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  02:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  03:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  04:00:00,25203290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  05:00:00,11421290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  06:00:00,39767568.35,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,28346277.65,0,28346277.65,0,0,6567571.381,4853719.325,137342765.9,137342765.9,,,,,,,,,,,,,,,,,,,
 06/24  07:00:00,51188859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,122702038.3,122702038.3,,,,,,,,,,,,,,,,,,,
 06/24  08:00:00,83930770.35,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,106980459.4,106980459.4,,,,,,,,,,,,,,,,,,,
 06/24  09:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,63052180.14,63052180.14,,,,,,,,,,,,,,,,,,,
 06/24  10:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,35665793.77,35665793.77,,,,,,,,,,,,,,,,,,,
 06/24  11:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,13190151.11,13190151.11,,,,,,,,,,,,,,,,,,,
 06/24  12:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,9762829.644,9762829.644,,,,,,,,,,,,,,,,,,,
 06/24  13:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,7928848.732,7928848.732,,,,,,,,,,,,,,,,,,,
 06/24  14:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,3803652.894,3803652.894,,,,,,,,,,,,,,,,,,,
 06/24  15:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,401033.2359,401033.2359,,,,,,,,,,,,,,,,,,,
 06/24  16:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,0,0,,,,,,,,,,,,,,,,,,,
 06/24  17:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,105408.6994,105408.6994,,,,,,,,,,,,,,,,,,,
 06/24  18:00:00,116672681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,26905592.07,26905592.07,,,,,,,,,,,,,,,,,,,
 06/24  19:00:00,83930770.35,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,59480313.33,59480313.33,,,,,,,,,,,,,,,,,,,
 06/24  20:00:00,90821770.35,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,78995540.72,78995540.72,,,,,,,,,,,,,,,,,,,
 06/24  21:00:00,92534859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,117751188.7,117751188.7,,,,,,,,,,,,,,,,,,,
 06/24  22:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  23:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/24  24:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  01:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  02:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  03:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  04:00:00,25203290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  05:00:00,11421290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  06:00:00,11421290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  07:00:00,11421290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  08:00:00,51188859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,238415692.3,238415692.3,,,,,,,,,,,,,,,,,,,
 06/25  09:00:00,51188859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,191421400.6,191421400.6,,,,,,,,,,,,,,,,,,,
 06/25  10:00:00,100301726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,156892239.9,156892239.9,,,,,,,,,,,,,,,,,,,
 06/25  11:00:00,100301726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,149352003.8,149352003.8,,,,,,,,,,,,,,,,,,,
 06/25  12:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,115873263.9,115873263.9,,,,,,,,,,,,,,,,,,,
 06/25  13:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,110453070.5,110453070.5,,,,,,,,,,,,,,,,,,,
 06/25  14:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,101627502.4,101627502.4,,,,,,,,,,,,,,,,,,,
 06/25  15:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,90278581.06,90278581.06,,,,,,,,,,,,,,,,,,,
 06/25  16:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,79941754.87,79941754.87,,,,,,,,,,,,,,,,,,,
 06/25  17:00:00,100301726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,130542824.1,130542824.1,,,,,,,,,,,,,,,,,,,
 06/25  18:00:00,67559814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,151120873.2,151120873.2,,,,,,,,,,,,,,,,,,,
 06/25  19:00:00,11421290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  20:00:00,18312290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 06/25  21:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
